"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species","art_predictions","sex_predictions"
"1924","Torgersen",41.15,19.1,193,3637.5,"MALE","Adelie","Adelie","MALE"
"1925","Biscoe",40.4,19.75,195,4450,"MALE","Adelie","Adelie","MALE"
"1926","Dream",41.7,19.2,187.5,4100,"MALE","Adelie","Adelie","MALE"
"1927","Biscoe",38.95,18.5,195,4150,"MALE","Adelie","Adelie","MALE"
"1928","Torgersen",43.7,18.1,196,4250,"MALE","Adelie","Adelie","MALE"
"1929","Dream",38.3,19.05,199,3687.5,"MALE","Adelie","Adelie","MALE"
"1930","Biscoe",42.15,18.7,194,4312.5,"MALE","Adelie","Adelie","MALE"
"1931","Torgersen",40.85,20.1,188.5,3875,"MALE","Adelie","Adelie","MALE"
"1932","Dream",42,19.3,188,3750,"MALE","Adelie","Adelie","MALE"
"1933","Biscoe",41.5,19.45,188,4025,"MALE","Adelie","Adelie","MALE"
"1934","Dream",41.25,19.3,196.5,4025,"MALE","Adelie","Adelie","MALE"
"1935","Biscoe",41.15,18.8,186.5,4100,"MALE","Adelie","Adelie","MALE"
"1936","Dream",43.3,19.8,194.5,4025,"MALE","Adelie","Adelie","MALE"
"1937","Torgersen",41.3,18.35,195.5,4200,"MALE","Adelie","Adelie","MALE"
"1938","Torgersen",41.05,17.65,191.5,3800,"MALE","Adelie","Adelie","FEMALE"
"1939","Biscoe",39.95,19.35,202.5,3437.5,"MALE","Adelie","Adelie","MALE"
"1940","Dream",39.45,19.85,189.5,3762.5,"MALE","Adelie","Adelie","MALE"
"1941","Dream",41.05,20.1,191,3950,"MALE","Adelie","Adelie","MALE"
"1942","Biscoe",38.5,17.75,194,3775,"MALE","Adelie","Adelie","FEMALE"
"1943","Dream",39.7,18.45,187.5,3950,"MALE","Adelie","Adelie","MALE"
"1944","Torgersen",39.8,18.7,190,3900,"MALE","Adelie","Adelie","MALE"
"1945","Dream",37.85,18.3,194,3750,"MALE","Adelie","Adelie","MALE"
"1946","Torgersen",39.25,19.7,193,3600,"MALE","Adelie","Adelie","MALE"
"1947","Biscoe",41.45,18.65,195.5,3637.5,"MALE","Adelie","Adelie","MALE"
"1948","Torgersen",42.65,18.65,197.5,4012.5,"MALE","Adelie","Adelie","MALE"
"1949","Torgersen",39.6,17.45,191,4075,"MALE","Adelie","Adelie","FEMALE"
"1950","Biscoe",39.45,19.65,197,4487.5,"MALE","Adelie","Adelie","MALE"
"1951","Torgersen",41.5,19.25,202.5,3875,"MALE","Adelie","Adelie","MALE"
"1952","Dream",38.65,18.3,192,3950,"MALE","Adelie","Adelie","MALE"
"1953","Dream",40.25,18.6,189.5,4000,"MALE","Adelie","Adelie","MALE"
"1954","Torgersen",40.2,18.3,186,4350,"MALE","Adelie","Adelie","MALE"
"1955","Biscoe",43.15,20.45,194.5,4250,"MALE","Adelie","Adelie","MALE"
"1956","Torgersen",40.85,18.5,202,4225,"MALE","Adelie","Adelie","MALE"
"1957","Dream",40.7,19,201.5,4100,"MALE","Adelie","Adelie","MALE"
"1958","Torgersen",39.5,20,196.5,3862.5,"MALE","Adelie","Adelie","MALE"
"1959","Biscoe",40.65,19.35,186.5,4150,"MALE","Adelie","Adelie","MALE"
"1960","Dream",37.2,19.55,195.5,3975,"MALE","Adelie","Adelie","MALE"
"1961","Torgersen",41,18.8,189,4225,"MALE","Adelie","Adelie","MALE"
"1962","Torgersen",39.7,19.35,199,4100,"MALE","Adelie","Adelie","MALE"
"1963","Biscoe",38.5,19.8,190.5,4075,"MALE","Adelie","Adelie","MALE"
"1964","Torgersen",37.7,18.8,193,3812.5,"MALE","Adelie","Adelie","MALE"
"1965","Biscoe",41.3,19.55,198,3800,"MALE","Adelie","Adelie","MALE"
"1966","Dream",41.1,18.65,193,4537.5,"MALE","Adelie","Adelie","MALE"
"1967","Dream",36.3,18.95,200,3525,"MALE","Adelie","Adelie","MALE"
"1968","Torgersen",41.65,18.5,195.5,3900,"MALE","Adelie","Adelie","MALE"
"1969","Torgersen",42.8,18.5,194,4275,"MALE","Adelie","Adelie","MALE"
"1970","Torgersen",42.45,20.3,187.5,3975,"MALE","Adelie","Adelie","MALE"
"1971","Biscoe",40.65,19.95,195,3950,"MALE","Adelie","Adelie","MALE"
"1972","Dream",41.7,18.75,194.5,4075,"MALE","Adelie","Adelie","MALE"
"1973","Biscoe",40.95,19.9,195.5,4262.5,"MALE","Adelie","Adelie","MALE"
"1974","Torgersen",39.65,19,192,4150,"MALE","Adelie","Adelie","MALE"
"1975","Dream",40.55,19.3,191,4287.5,"MALE","Adelie","Adelie","MALE"
"1976","Dream",41.45,19.55,195,4237.5,"MALE","Adelie","Adelie","MALE"
"1977","Torgersen",38.65,19.45,192,4050,"MALE","Adelie","Adelie","MALE"
"1978","Torgersen",43.3,20.35,190.5,4125,"MALE","Adelie","Adelie","MALE"
"1979","Biscoe",41.2,18.5,202.5,4125,"MALE","Adelie","Adelie","MALE"
"1980","Biscoe",41.1,19.6,187.5,3675,"MALE","Adelie","Adelie","MALE"
"1981","Dream",42.25,18.2,192.5,3812.5,"MALE","Adelie","Adelie","MALE"
"1982","Dream",41.25,18.55,185.5,3875,"MALE","Adelie","Adelie","MALE"
"1983","Biscoe",38.75,19.25,198,4000,"MALE","Adelie","Adelie","MALE"
"1984","Torgersen",40.35,20.45,185.5,3925,"MALE","Adelie","Adelie","MALE"
"1985","Biscoe",39.95,19,192.5,4150,"MALE","Adelie","Adelie","MALE"
"1986","Torgersen",39.1,19.6,182.5,4175,"MALE","Adelie","Adelie","MALE"
"1987","Dream",39.8,18.45,194,3937.5,"MALE","Adelie","Adelie","MALE"
"1988","Dream",40.35,20.1,197.5,4087.5,"MALE","Adelie","Adelie","MALE"
"1989","Torgersen",40.7,18.8,187.5,4512.5,"MALE","Adelie","Adelie","MALE"
"1990","Dream",39.95,19.55,189.5,3850,"MALE","Adelie","Adelie","MALE"
"1991","Dream",42.95,18,191.5,3950,"MALE","Adelie","Adelie","MALE"
"1992","Torgersen",41.3,18.5,195,4050,"MALE","Adelie","Adelie","MALE"
"1993","Torgersen",37.4,18.3,196,4075,"MALE","Adelie","Adelie","MALE"
"1994","Torgersen",38.3,19.5,186.5,3962.5,"MALE","Adelie","Adelie","MALE"
"1995","Torgersen",40.7,18.7,184.5,4525,"MALE","Adelie","Adelie","MALE"
"1996","Torgersen",40.65,18.95,194.5,4200,"MALE","Adelie","Adelie","MALE"
"1997","Torgersen",39.55,19.65,193,4337.5,"MALE","Adelie","Adelie","MALE"
"1998","Torgersen",41.95,19.2,195.5,3825,"MALE","Adelie","Adelie","MALE"
"1999","Biscoe",40.1,21.35,186.5,4287.5,"MALE","Adelie","Adelie","MALE"
"2000","Biscoe",42.5,20,193.5,4025,"MALE","Adelie","Adelie","MALE"
"2001","Biscoe",43.1,13.75,219,4875,"FEMALE","Gentoo","Gentoo","FEMALE"
"2002","Biscoe",47.25,14,215.5,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2003","Biscoe",45.05,14.35,206.5,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2004","Biscoe",46,14.25,211,4562.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2005","Biscoe",45,14.65,211,4337.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2006","Biscoe",47,14.25,209,4625,"FEMALE","Gentoo","Gentoo","FEMALE"
"2007","Biscoe",47.8,15.1,211,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2008","Biscoe",42.2,13.7,211.5,4250,"FEMALE","Gentoo","Gentoo","FEMALE"
"2009","Biscoe",46.4,14.5,211.5,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2010","Biscoe",42,14.05,216.5,4925,"FEMALE","Gentoo","Gentoo","FEMALE"
"2011","Biscoe",43.3,14.8,211,5200,"FEMALE","Gentoo","Gentoo","MALE"
"2012","Biscoe",44.9,14.3,212.5,4725,"FEMALE","Gentoo","Gentoo","FEMALE"
"2013","Biscoe",47.35,14.15,212,4850,"FEMALE","Gentoo","Gentoo","FEMALE"
"2014","Biscoe",46.35,14.35,213.5,4800,"FEMALE","Gentoo","Gentoo","FEMALE"
"2015","Biscoe",46.8,13.9,212.5,4887.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2016","Biscoe",46.4,14.6,216,4812.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2017","Biscoe",47.7,13.7,210,5062.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2018","Biscoe",43.95,13.75,210.5,4875,"FEMALE","Gentoo","Gentoo","FEMALE"
"2019","Biscoe",47.45,13.8,216,4987.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2020","Biscoe",46.95,14.3,214,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2021","Biscoe",46.2,14.15,208.5,4737.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2022","Biscoe",45,13.35,218.5,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2023","Biscoe",43.5,14.15,212.5,4737.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2024","Biscoe",46.45,14.75,214.5,4625,"FEMALE","Gentoo","Gentoo","FEMALE"
"2025","Biscoe",45.45,14.8,210,4925,"FEMALE","Gentoo","Gentoo","FEMALE"
"2026","Biscoe",44.1,14.75,212.5,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2027","Biscoe",47.45,13.6,218.5,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2028","Biscoe",44.3,14.15,211.5,4800,"FEMALE","Gentoo","Gentoo","FEMALE"
"2029","Biscoe",47.15,14.55,215,4925,"FEMALE","Gentoo","Gentoo","FEMALE"
"2030","Biscoe",43.05,14,210,4887.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2031","Biscoe",42.2,14.4,213,4750,"FEMALE","Gentoo","Gentoo","FEMALE"
"2032","Biscoe",43.35,14.35,210.5,4862.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2033","Biscoe",43.55,13.8,216,4850,"FEMALE","Gentoo","Gentoo","FEMALE"
"2034","Biscoe",46.9,13.6,214,4725,"FEMALE","Gentoo","Gentoo","FEMALE"
"2035","Biscoe",47,13.55,212,4625,"FEMALE","Gentoo","Gentoo","FEMALE"
"2036","Biscoe",46.5,13.5,211,4800,"FEMALE","Gentoo","Gentoo","FEMALE"
"2037","Biscoe",46.65,14.15,217,4787.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2038","Biscoe",45.85,14.5,211,4700,"FEMALE","Gentoo","Gentoo","FEMALE"
"2039","Biscoe",47.2,14.3,205.5,4625,"FEMALE","Gentoo","Gentoo","FEMALE"
"2040","Biscoe",43.95,14.1,212.5,4475,"FEMALE","Gentoo","Gentoo","FEMALE"
"2041","Biscoe",44.4,14.6,209.5,4975,"FEMALE","Gentoo","Gentoo","FEMALE"
"2042","Biscoe",48.3,14.25,207.5,4762.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2043","Biscoe",47.6,14.45,215,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2044","Biscoe",44.75,14,211.5,4650,"FEMALE","Gentoo","Gentoo","FEMALE"
"2045","Biscoe",45.15,14.8,213,4725,"FEMALE","Gentoo","Gentoo","FEMALE"
"2046","Biscoe",45.6,14.35,212,4975,"FEMALE","Gentoo","Gentoo","FEMALE"
"2047","Biscoe",42.2,14.25,206.5,4712.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2048","Biscoe",45.85,14.45,215,4375,"FEMALE","Gentoo","Gentoo","FEMALE"
"2049","Biscoe",45.6,13.85,217,4687.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2050","Biscoe",45.15,14.25,210,4162.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2051","Biscoe",46.8,14.15,214.5,4500,"FEMALE","Gentoo","Gentoo","FEMALE"
"2052","Biscoe",46.85,14.2,213,4875,"FEMALE","Gentoo","Gentoo","FEMALE"
"2053","Biscoe",45,14,214.5,4875,"FEMALE","Gentoo","Gentoo","FEMALE"
"2054","Biscoe",46.2,13.6,209.5,4350,"FEMALE","Gentoo","Gentoo","FEMALE"
"2055","Biscoe",42.2,13.75,210,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2056","Biscoe",46.35,14.1,212.5,4700,"FEMALE","Gentoo","Gentoo","FEMALE"
"2057","Biscoe",45.45,14.05,211.5,4812.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2058","Biscoe",44.1,14.1,213,4962.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2059","Biscoe",45.65,14.45,212,5012.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2060","Biscoe",45.25,14.25,211,4650,"FEMALE","Gentoo","Gentoo","FEMALE"
"2061","Biscoe",48,14.45,213.5,4525,"FEMALE","Gentoo","Gentoo","FEMALE"
"2062","Biscoe",46.3,14,214.5,4950,"FEMALE","Gentoo","Gentoo","FEMALE"
"2063","Biscoe",45,13.65,207.5,4800,"FEMALE","Gentoo","Gentoo","FEMALE"
"2064","Biscoe",47.6,14.65,213.5,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2065","Biscoe",43.85,14.3,214.5,4725,"FEMALE","Gentoo","Gentoo","FEMALE"
"2066","Biscoe",43.55,14.05,215,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2067","Biscoe",43.55,13.3,216,4387.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2068","Biscoe",46.55,13.9,214.5,4950,"FEMALE","Gentoo","Gentoo","FEMALE"
"2069","Biscoe",46.05,14.7,216.5,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2070","Biscoe",43.95,14.45,209,4650,"FEMALE","Gentoo","Gentoo","FEMALE"
"2071","Biscoe",45.85,14.7,208.5,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2072","Biscoe",46.8,14.35,210.5,4562.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2073","Biscoe",47.65,14.25,211.5,4575,"FEMALE","Gentoo","Gentoo","FEMALE"
"2074","Biscoe",45.65,13.5,211.5,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2075","Biscoe",44.2,14.7,218,4700,"FEMALE","Gentoo","Gentoo","FEMALE"
"2076","Biscoe",45.1,13.85,208.5,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2077","Biscoe",47.35,14.05,210.5,4450,"FEMALE","Gentoo","Gentoo","FEMALE"
"2078","Biscoe",44.85,14.5,210,5025,"FEMALE","Gentoo","Gentoo","FEMALE"
"2079","Biscoe",47.1,15,215.5,4812.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2080","Biscoe",45.55,13.45,208.5,4612.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2081","Biscoe",48.7,14.15,210,4662.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2082","Biscoe",46,14.3,209.5,4275,"FEMALE","Gentoo","Gentoo","FEMALE"
"2083","Biscoe",41.7,15.15,210,4425,"FEMALE","Gentoo","Gentoo","FEMALE"
"2084","Biscoe",44.6,14,217.5,4762.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2085","Biscoe",42.95,14.65,208.5,4350,"FEMALE","Gentoo","Gentoo","FEMALE"
"2086","Biscoe",44.9,14.65,212,4662.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2087","Biscoe",45.1,13.8,217,4450,"FEMALE","Gentoo","Gentoo","FEMALE"
"2088","Biscoe",44.4,14.6,212.5,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2089","Biscoe",47.05,14.5,216,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2090","Biscoe",44.6,14.2,212,4762.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2091","Biscoe",46.2,13.95,213,4750,"FEMALE","Gentoo","Gentoo","FEMALE"
"2092","Biscoe",41.8,13.8,210.5,4475,"FEMALE","Gentoo","Gentoo","FEMALE"
"2093","Biscoe",48.2,14.55,209.5,4850,"FEMALE","Gentoo","Gentoo","FEMALE"
"2094","Biscoe",44.2,13.75,209.5,4500,"FEMALE","Gentoo","Gentoo","FEMALE"
"2095","Biscoe",46.15,14.45,211.5,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2096","Biscoe",46.35,13.85,213,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2097","Biscoe",45,14.2,211.5,4687.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2098","Biscoe",45.95,14.6,211.5,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2099","Biscoe",47,14,210,4925,"FEMALE","Gentoo","Gentoo","FEMALE"
"2100","Biscoe",45.2,13.6,214.5,4475,"FEMALE","Gentoo","Gentoo","FEMALE"
"2101","Biscoe",44.4,14.4,213.5,4700,"FEMALE","Gentoo","Gentoo","FEMALE"
"2102","Biscoe",44.4,14.2,213.5,4500,"FEMALE","Gentoo","Gentoo","FEMALE"
"2103","Biscoe",46.1,14.2,213,4925,"FEMALE","Gentoo","Gentoo","FEMALE"
"2104","Biscoe",43.9,14.05,213,4700,"FEMALE","Gentoo","Gentoo","FEMALE"
"2105","Biscoe",42.9,14.5,220,4712.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2106","Biscoe",46.95,13.9,210,4925,"FEMALE","Gentoo","Gentoo","FEMALE"
"2107","Biscoe",46.2,14,215,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2108","Biscoe",48.3,14,215,4875,"FEMALE","Gentoo","Gentoo","FEMALE"
"2109","Biscoe",47.8,15.05,213,4625,"FEMALE","Gentoo","Gentoo","FEMALE"
"2110","Biscoe",46.25,14.55,211,4737.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2111","Biscoe",48.75,13.65,211.5,4737.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2112","Biscoe",42.05,14.75,210.5,4962.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2113","Biscoe",44.65,14.2,216,4425,"FEMALE","Gentoo","Gentoo","FEMALE"
"2114","Biscoe",45.45,14.05,216,5012.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2115","Biscoe",45.35,13.85,214,4912.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2116","Biscoe",46.65,14.25,208,4512.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2117","Biscoe",44.4,14.2,211,4475,"FEMALE","Gentoo","Gentoo","FEMALE"
"2118","Biscoe",47.45,14.15,215,4625,"FEMALE","Gentoo","Gentoo","FEMALE"
"2119","Biscoe",45.35,14.2,217.5,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2120","Biscoe",44.25,14.05,212,4725,"FEMALE","Gentoo","Gentoo","FEMALE"
"2121","Biscoe",45.25,14.45,213.5,4762.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2122","Biscoe",43.7,13.75,208,4650,"FEMALE","Gentoo","Gentoo","FEMALE"
"2123","Biscoe",45.05,14.3,213,4975,"FEMALE","Gentoo","Gentoo","FEMALE"
"2124","Biscoe",45.55,14.6,214,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2125","Biscoe",44.95,13.95,211.5,4687.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2126","Biscoe",45.45,14.75,205.5,4462.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2127","Biscoe",45.1,14.35,216,4925,"FEMALE","Gentoo","Gentoo","FEMALE"
"2128","Biscoe",44.3,14.25,212.5,4800,"FEMALE","Gentoo","Gentoo","FEMALE"
"2129","Biscoe",46.9,13.95,213,4762.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2130","Biscoe",46.35,14.2,212.5,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2131","Biscoe",43.05,14.55,213.5,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2132","Biscoe",45.85,14.35,209,4837.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2133","Biscoe",46.5,14.1,212.5,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2134","Biscoe",41.8,14.35,210,4712.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2135","Biscoe",46,14.6,210,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2136","Biscoe",45.55,14.35,215,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2137","Biscoe",45.2,14.35,213.5,4637.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2138","Biscoe",42.6,14.15,211,4500,"FEMALE","Gentoo","Gentoo","FEMALE"
"2139","Biscoe",42.35,13.8,206.5,4850,"FEMALE","Gentoo","Gentoo","FEMALE"
"2140","Biscoe",45.25,14.3,210.5,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2141","Biscoe",48.45,14.7,208.5,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2142","Biscoe",45.55,13.95,212,4750,"FEMALE","Gentoo","Gentoo","FEMALE"
"2143","Biscoe",43.1,14.25,215.5,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2144","Biscoe",45.9,14.5,212.5,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2145","Biscoe",45.25,14.8,211,4750,"FEMALE","Gentoo","Gentoo","FEMALE"
"2146","Biscoe",45,14.25,214.5,4200,"FEMALE","Gentoo","Gentoo","FEMALE"
"2147","Biscoe",45.7,14.35,213,4650,"FEMALE","Gentoo","Gentoo","FEMALE"
"2148","Biscoe",44.5,14.1,213.5,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2149","Biscoe",44.75,14.15,211,4725,"FEMALE","Gentoo","Gentoo","FEMALE"
"2150","Biscoe",44.25,13.85,212.5,5062.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2151","Biscoe",46.15,14.4,210.5,4625,"FEMALE","Gentoo","Gentoo","FEMALE"
"2152","Biscoe",44.9,13.7,211,4887.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2153","Biscoe",46.35,14.3,212,4575,"FEMALE","Gentoo","Gentoo","FEMALE"
"2154","Biscoe",45.5,13.7,219,4625,"FEMALE","Gentoo","Gentoo","FEMALE"
"2155","Biscoe",46,15,212.5,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2156","Biscoe",43.55,14.45,212,4950,"FEMALE","Gentoo","Gentoo","FEMALE"
"2157","Biscoe",44.3,14.25,217,4525,"FEMALE","Gentoo","Gentoo","FEMALE"
"2158","Biscoe",45.5,14.2,210,4812.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2159","Biscoe",45.2,14.3,217,4700,"FEMALE","Gentoo","Gentoo","FEMALE"
"2160","Biscoe",43.45,14.35,208,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2161","Biscoe",45.1,14.2,215.5,4500,"FEMALE","Gentoo","Gentoo","FEMALE"
"2162","Biscoe",43.6,14.1,213,4962.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2163","Biscoe",46.65,14.75,210.5,4400,"FEMALE","Gentoo","Gentoo","FEMALE"
"2164","Biscoe",46.85,14.15,216,4900,"FEMALE","Gentoo","Gentoo","FEMALE"
"2165","Biscoe",45.4,14.9,210,4475,"FEMALE","Gentoo","Gentoo","FEMALE"
"2166","Biscoe",46,14.25,218.5,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2167","Biscoe",46,15.2,208.5,4925,"FEMALE","Gentoo","Gentoo","FEMALE"
"2168","Biscoe",46.95,14.6,217.5,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2169","Biscoe",46.85,13.7,209,4512.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2170","Biscoe",45.15,14.6,216,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2171","Biscoe",46.85,14.15,211,4550,"FEMALE","Gentoo","Gentoo","FEMALE"
"2172","Biscoe",46.75,13.95,211,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2173","Biscoe",45.35,14.75,211,4475,"FEMALE","Gentoo","Gentoo","FEMALE"
"2174","Biscoe",46.75,13.45,217,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2175","Biscoe",44.55,13.7,217.5,4350,"FEMALE","Gentoo","Gentoo","FEMALE"
"2176","Biscoe",46.55,14.2,211,5100,"FEMALE","Gentoo","Gentoo","FEMALE"
"2177","Biscoe",44.3,14.25,212.5,4412.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2178","Biscoe",48.4,13.95,212,4437.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2179","Biscoe",46.95,14.2,210.5,4637.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2180","Biscoe",47.4,14.85,211.5,4737.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2181","Biscoe",45.2,13.7,210.5,4675,"FEMALE","Gentoo","Gentoo","FEMALE"
"2182","Biscoe",46.9,14.15,213,4250,"FEMALE","Gentoo","Gentoo","FEMALE"
"2183","Biscoe",45.9,14.35,210.5,4837.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2184","Biscoe",45.85,14.1,208.5,4450,"FEMALE","Gentoo","Gentoo","FEMALE"
"2185","Biscoe",44.55,14.45,214,4825,"FEMALE","Gentoo","Gentoo","FEMALE"
"2186","Biscoe",46.3,14.25,211,4975,"FEMALE","Gentoo","Gentoo","FEMALE"
"2187","Biscoe",44.45,14.4,216.5,4800,"FEMALE","Gentoo","Gentoo","FEMALE"
"2188","Biscoe",47.45,14.45,212.5,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2189","Biscoe",46.35,14.45,212.5,4937.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2190","Biscoe",47.8,14.2,215.5,4962.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2191","Biscoe",43.65,14.9,213,4900,"FEMALE","Gentoo","Gentoo","FEMALE"
"2192","Biscoe",45.75,13.75,214,4425,"FEMALE","Gentoo","Gentoo","FEMALE"
"2193","Biscoe",46.15,14.35,212,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2194","Biscoe",44.3,13.45,213.5,5000,"FEMALE","Gentoo","Gentoo","FEMALE"
"2195","Biscoe",44.8,14.8,206.5,4800,"FEMALE","Gentoo","Gentoo","FEMALE"
"2196","Biscoe",45.65,14.05,209.5,4500,"FEMALE","Gentoo","Gentoo","FEMALE"
"2197","Biscoe",45.05,13.95,214,5062.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2198","Biscoe",43.1,14.6,214.5,4700,"FEMALE","Gentoo","Gentoo","FEMALE"
"2199","Biscoe",45.55,14.25,212,4975,"FEMALE","Gentoo","Gentoo","FEMALE"
"2200","Biscoe",45.75,14.1,211,4662.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2201","Biscoe",42.9,14.7,212,4937.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2202","Biscoe",46,13.65,212,4450,"FEMALE","Gentoo","Gentoo","FEMALE"
"2203","Biscoe",47.85,13.8,210.5,4725,"FEMALE","Gentoo","Gentoo","FEMALE"
"2204","Biscoe",43.95,14.8,209,4662.5,"FEMALE","Gentoo","Gentoo","FEMALE"
"2205","Biscoe",45.15,14.2,211.5,4650,"FEMALE","Gentoo","Gentoo","FEMALE"
"2206","Biscoe",44.1,14.85,210,4650,"FEMALE","Gentoo","Gentoo","FEMALE"
"2207","Biscoe",46.8,14.4,210.5,4850,"FEMALE","Gentoo","Gentoo","FEMALE"
"2208","Biscoe",43.55,13.95,212.5,4600,"FEMALE","Gentoo","Gentoo","FEMALE"
"2209","Biscoe",46.85,14.45,211.5,4775,"FEMALE","Gentoo","Gentoo","FEMALE"
"2210","Biscoe",44.6,13.8,208.5,4762.5,"FEMALE","Gentoo","Gentoo","FEMALE"
